row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
3654,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.415,0.068,0.237,0.104,0.492,0.203,0.256,0.02,0.011,0.944,0.011,0.004,0.18444666,0.454636092,0.250249252,0.110667996,10,14,0.339,,0.12,0.074,,0.346,9,,35.19,4839,1599,b
3658,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.522,0.04,0.147,0.085,0.506,0.181,0.274,0.006,0,0.972,0.006,0,0.160768453,0.337714863,0.298281092,0.203235592,9,13,0.293,0.166,0.106,,0.244,0.31,10,,45.81,1460,2110,b
3659,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.562,0.038,0.128,0.051,0.506,0.217,0.167,0.053,0.01,0.913,0.005,0.009,0.089374379,0.391261172,0.307845084,0.211519364,11,9,0.287,0.192,0.081,0.065,0.222,0.231,12,,11.7,1590,1609,a
3660,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.513,0.051,0.157,0.047,0.497,0.233,0.162,0.025,0,0.954,0.005,0.014,0.078867543,0.37512639,0.352881699,0.193124368,10,8,0.374,0.209,0.095,0.06,0.177,0.263,12,,17.76,3719,2550,b
3661,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.479,0.045,0.192,0.074,0.519,0.255,0.121,0.02,0.187,0.761,0.001,0.001,0.096613546,0.268924303,0.338645418,0.295816733,13,7,0.337,0.202,0.121,0.107,0.133,0.299,12,4.11,20.16,1849,1430,b
3664,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.355,0.096,0.243,0.06,0.499,0.22,0.168,0.032,0.019,0.947,0.002,0.006,0.283838384,0.36969697,0.253535354,0.092929293,10,12,0.316,0.282,0.132,0.072,,0.396,13,,19.75,3520,1610,b
3665,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.436,0.041,0.258,0.086,0.502,0.217,0.173,0.032,0.027,0.949,0.001,0,0.252024291,0.421052632,0.185222672,0.141700405,14,12,0.348,0.254,0.13,0.086,,0.278,14,,35.28,1779,2160,a
3666,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.451,0.063,0.233,0.091,0.511,0.231,0.196,0.016,0.302,0.664,0.001,0,0.208713273,0.336372847,0.326241135,0.128672746,12,10,0.346,0.153,0.145,0.131,0.109,0.343,12,,23.93,2789,2779,a
3669,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.384,0.083,0.259,0.096,0.498,0.207,0.192,0.03,0.499,0.47,0.002,0.013,0.198994975,0.36281407,0.292462312,0.145728643,11,12,0.379,0.217,0.156,0.119,0.125,0.302,12,9.56,31.42,3599,2039,b
3670,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.412,0.038,0.178,0.09,0.41,0.205,0.182,0.11,0.057,0.817,0.012,0.014,0.115884116,0.410589411,0.324675325,0.148851149,9,9,0.302,0.179,0.097,0.049,0.213,0.317,9,,32.98,5139,2569,a
3674,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.444,0.06,0.297,0.163,0.511,0.191,0.226,0.033,0.229,0.716,0.004,0.016,0.168831169,0.377622378,0.315684316,0.137862138,8,17,0.313,0.357,0.14,0.097,,0.332,11,,37.21,10490,,b
3676,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.565,0.056,0.196,0.084,0.505,0.168,0.245,0.014,0.057,0.922,0,0,0.120158888,0.386295929,0.278053625,0.215491559,11,11,0.294,,0.116,0.083,,0.27,13,,,4609,2320,a
3677,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.474,0.041,0.141,0.055,0.515,0.214,0.223,0.049,0.141,0.768,0,0.029,0.053916582,0.20854527,0.259409969,0.478128179,10,9,0.242,0.093,0.104,0.06,0.092,0.197,12,,7.28,970,720,a
3680,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.506,0.041,0.253,0.135,0.518,0.252,0.201,0.061,0.003,0.843,0.067,0,0.096,0.43,0.259,0.215,10,14,0.291,0.203,0.134,0.062,,0.313,10,,71.18,4840,4780,a
3681,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.444,0.072,0.237,0.051,0.495,0.269,0.119,0.063,0.205,0.663,0.025,0.039,0.194360524,0.391742195,0.275931521,0.13796576,14,7,0.346,0.231,0.099,0.071,0.178,0.325,12,7.3,14.52,3919,3410,a
3682,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.433,0.047,0.321,0.163,0.507,0.238,0.176,0.19,0.213,0.58,0.006,0,0.1998002,0.377622378,0.258741259,0.163836164,12,12,0.313,,0.116,0.082,,0.272,9,,50.88,16729,16739,b
3683,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.519,0.045,0.143,0.043,0.514,0.214,0.15,0.011,0.037,0.921,0.002,0.002,0.120845921,0.364551863,0.305135952,0.209466264,12,9,0.314,0.188,0.099,0.07,0.163,0.249,10,2.26,9.61,2040,1260,b
3684,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.559,0.052,0.106,0.061,0.501,0.252,0.16,0.057,0,0.921,0.006,0.014,0.09,0.354,0.343,0.213,11,8,0.293,0.139,0.078,0.058,0.181,0.21,13,,9.28,3469,9219,a
3689,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.359,0.085,0.339,0.119,0.501,0.27,0.127,0.053,0,0.42,0.45,0.012,0.204545455,0.42687747,0.233201581,0.135375494,14,11,0.358,0.301,0.149,0.094,0.103,0.323,11,9,27.29,5589,2259,b
3691,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.569,0.068,0.216,0.158,0.489,0.261,0.135,0.217,0.015,0.722,0.055,0.009,0.194194194,0.375375375,0.353353353,0.077077077,16,8,0.27,0.175,0.082,0.08,0.167,0.241,13,,43.85,5949,5839,b
3693,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.419,0.11,0.239,0.062,0.532,0.242,0.158,0.037,0.578,0.371,0.007,0.004,0.225708502,0.369433198,0.303643725,0.101214575,12,11,0.368,0.205,0.148,0.13,,0.286,12,12.2,18.82,4780,3729,b
3696,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.519,0.032,0.125,0.072,0.48,0.214,0.194,0.018,0.002,0.957,0,0.001,0.063329928,0.300306435,0.473953013,0.162410623,13,10,0.282,0.247,0.099,0.063,0.242,0.281,10,,,2600,,a
3697,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.478,0.063,0.182,0.068,0.512,0.228,0.165,0.01,0.01,0.959,0.004,0.006,0.151454363,0.425275827,0.285857573,0.137412237,12,12,0.303,0.298,0.111,0.084,0.136,0.297,14,,10.29,2120,1990,b
3698,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.514,0.047,0.133,0.059,0.527,0.208,0.202,0.024,0.059,0.873,0.002,0.032,0.079079079,0.259259259,0.312312312,0.349349349,9,11,0.283,0.181,0.116,0.085,0.121,0.26,13,2.8,8.39,1239,820,a
3700,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.467,0.056,0.222,0.105,0.459,0.248,0.14,0.035,0.04,0.899,0.011,0.01,0.166336634,0.43960396,0.213861386,0.18019802,13,9,0.311,,0.108,0.07,,0.279,10,,18.33,3930,3119,a
3701,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.41,0.094,0.328,0.192,0.487,0.198,0.242,0.021,0.004,0.91,0.04,0,0.116582915,0.423115578,0.295477387,0.164824121,10,13,0.27,0.221,0.106,0.072,0.162,0.265,11,,39.36,2889,1630,b
3703,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.374,0.071,0.288,0.086,0.508,0.248,0.157,0.057,0.107,0.827,0,0.002,0.183919598,0.389949749,0.310552764,0.115577889,14,10,0.317,0.296,0.126,0.102,0.129,0.352,12,,22.74,6340,6339,a
3705,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.461,0.037,0.172,0.088,0.503,0.209,0.237,0.029,0.002,0.95,0.008,0.001,0.074775673,0.375872383,0.398803589,0.150548355,15,10,0.325,0.205,0.097,0.065,0.136,0.293,13,,,,,a
3706,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.609,0.034,0.282,0.128,0.508,0.245,0.18,0.138,0.027,0.73,0.079,0.007,0.162401575,0.424212598,0.270669291,0.142716535,11,12,0.324,0.317,0.122,0.083,0.217,0.34,10,,29.03,9739,2379,a
3707,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.521,0.043,0.136,0.034,0.517,0.204,0.161,0.01,0.003,0.96,0.007,0.009,0.091806515,0.348469891,0.307008885,0.252714709,10,11,0.305,0.191,0.111,0.063,0.164,0.216,10,1.7,13.3,1419,810,a
3708,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.507,0.046,0.109,0.036,0.516,0.206,0.137,0.044,0.07,0.849,0.007,0.025,0.089178357,0.286573146,0.333667335,0.290581162,10,9,0.256,0.191,0.085,0.074,0.219,0.225,11,2.2,7.82,2350,2019,a
3709,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.442,0.082,0.218,0.083,0.512,0.24,0.162,0.031,0,0.952,0,0,0.172139303,0.420895522,0.286567164,0.12039801,11,13,0.349,0.333,0.121,0.079,0.199,0.38,13,,34.27,11609,2889,b
3710,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.425,0.057,0.204,0.058,0.51,0.231,0.167,0.006,0.071,0.89,0.005,0,0.149949341,0.403242148,0.291793313,0.155015198,13,12,0.369,0.237,0.126,0.09,0.094,0.322,14,2.9,19.51,2109,969,a
3711,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.414,0.073,0.288,0.122,0.522,0.177,0.293,0.114,0.077,0.766,0,0.017,0.117824773,0.304128902,0.313192346,0.264853978,9,14,0.235,0.184,0.116,0.074,0.199,0.242,11,3.3,15.05,1629,1509,a
3712,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.581,0.032,0.196,0.091,0.471,0.198,0.17,0.062,0.039,0.844,0.028,0.012,0.114228457,0.338677355,0.26753507,0.279559118,15,10,0.318,0.145,0.103,0.087,0.158,0.323,11,,19.71,2260,1099,a
3716,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.475,0.05,0.206,0.076,0.493,0.301,0.092,0.086,0,0.892,0.018,0,0.092198582,0.373860182,0.338399189,0.195542047,15,7,0.296,0.184,0.075,0.081,0.133,0.261,12,,23.01,1510,2619,b
3719,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.425,0.108,0.279,0.081,0.539,0.225,0.164,0.009,0.621,0.346,0.005,0.017,0.170318725,0.353585657,0.279880478,0.196215139,12,11,0.405,0.215,0.158,0.135,0.111,0.291,13,13.85,41.3,3379,2040,b
3720,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.37,0.072,0.266,0.062,0.53,0.268,0.154,0.015,0.516,0.454,0.008,0.006,0.191616766,0.343313373,0.291417166,0.173652695,13,13,0.381,0.285,0.156,0.147,0.103,0.335,11,13.7,28.73,2100,1999,a
3724,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.529,0.076,0.194,0.076,0.505,0.226,0.207,0.012,0.022,0.958,0.008,0,0.106150794,0.503968254,0.222222222,0.16765873,12,12,0.317,0.21,0.114,0.085,,0.285,9,,32.71,2289,3080,b
3729,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.506,0.024,0.162,0.076,0.502,0.246,0.243,0.015,0.004,0.959,0.009,0.006,0.130391174,0.323971916,0.280842528,0.264794383,15,15,0.295,0.109,0.092,0.052,0.177,0.29,12,,,2669,900,b
3732,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.466,0.068,0.163,0.037,0.512,0.226,0.193,0.027,0.096,0.844,0.003,0.006,0.090634441,0.365558912,0.374622356,0.16918429,11,12,0.266,0.286,0.112,0.087,0.229,0.268,12,2.3,11.59,1790,2229,a
3736,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.36,0.059,0.287,0.097,0.495,0.363,0.068,0.036,0.002,0.231,0.712,0.007,0.1408867,0.403940887,0.321182266,0.133990148,11,7,0.446,0.321,0.139,0.066,0.235,0.294,10,,,,,a
3737,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.39,0.061,0.234,0.055,0.506,0.232,0.154,0.021,0.013,0.972,0.006,0.001,0.233894945,0.372646184,0.268582755,0.124876115,12,10,0.329,0.302,0.122,0.087,0.101,0.318,13,4.3,22.95,2580,2199,a
3738,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.461,0.044,0.151,0.06,0.459,0.213,0.138,0.008,0.071,0.901,0,0.017,0.140159046,0.410536779,0.277335984,0.171968191,10,8,0.311,0.265,0.097,0.076,0.176,0.314,13,,14.3,4320,1950,a
3741,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.487,0.058,0.151,0.065,0.518,0.208,0.194,0.02,0.041,0.92,0,0.006,0.111445783,0.447791165,0.243975904,0.196787149,10,12,0.277,0.21,0.099,0.095,0.11,0.305,14,2.72,12.72,1909,2100,b
3742,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.446,0.089,0.145,0.061,0.507,0.164,0.278,0,0.004,0.975,0.006,0.005,0.075247525,0.346534653,0.364356436,0.213861386,7,16,0.294,0.194,0.121,,0.298,0.232,11,,,3010,1960,b
3745,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.382,0.062,0.245,0.066,0.5,0.221,0.167,0.074,0.014,0.897,0.001,0.015,0.211422846,0.429859719,0.220440882,0.138276553,13,13,0.32,0.245,0.127,0.092,,0.389,14,,24.27,4789,1889,a
3746,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.429,0.091,0.209,0.062,0.526,0.241,0.167,0.022,0.195,0.778,0.015,0,0.159521436,0.389830508,0.289132602,0.161515454,12,13,0.365,0.309,0.115,0.106,0.102,0.374,14,4.99,26.41,3160,1719,b
3748,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.391,0.075,0.221,0.051,0.503,0.192,0.291,0.029,0.008,0.943,0.006,0,0.171198389,0.374622356,0.266868077,0.187311178,10,14,0.261,0.168,0.141,0.09,0.043,0.285,14,6.7,20.88,3379,1499,a
3752,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.59,0.039,0.18,0.091,0.467,0.203,0.11,0.076,0.002,0.906,0.008,0.012,0.032355915,0.209302326,0.256825076,0.501516684,9,3,0.148,0.085,0.032,0.092,0.276,0.109,13,,14.26,1060,969,a
3754,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.529,0.023,0.177,0.069,0.499,0.258,0.145,0.141,0.007,0.829,0.02,0.007,0.12209889,0.306760848,0.370332997,0.200807265,15,9,0.298,0.142,0.079,0.064,0.232,0.242,11,,16.74,2209,2169,b
3757,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.428,0.083,0.31,0.116,0.501,0.248,0.168,0.05,0.09,0.642,0.165,0,0.186423506,0.416413374,0.261398176,0.135764944,15,13,0.358,0.229,0.12,0.078,0.092,0.366,11,11.06,43.08,3729,2070,b
3763,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.388,0.075,0.269,0.071,0.484,0.246,0.146,0.043,0.476,0.464,0.024,0,0.262788365,0.391173521,0.22668004,0.119358074,12,12,0.32,0.173,0.126,0.107,,0.315,12,,24.84,5760,1919,a
3766,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.322,0.05,0.236,0.099,0.502,0.255,0.089,0.181,0.153,0.601,0.016,0.025,0.119023398,0.302136317,0.434384537,0.144455748,14,6,0.315,0.16,0.083,0.073,,0.243,9,3.3,11.03,5439,4820,a
3768,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.442,0.067,0.176,0.059,0.487,0.218,0.159,0.135,0.078,0.75,0.011,0.017,0.137,0.342,0.294,0.227,10,9,0.298,0.259,0.105,0.097,0.204,0.27,12,0.85,16.26,2679,2130,b
3770,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.42,0.045,0.135,0.039,0.484,0.224,0.196,0.032,0.03,0.932,0.004,0.003,0.119071645,0.339051463,0.341069627,0.200807265,11,12,0.324,0.161,0.115,0.056,0.146,0.27,8,,17.59,1219,1449,b
